Date,Country,News Type,Article,Fact-Checked by
7/22/2020, New Zealand,Misleading,"A video shows a candidate in the upcoming New Zealand elections claiming that the country’s prime minister, Jacinda Ardern, authorised the military to enter private residences in order to enforce COVID-19 quarantine measures. It has been viewed tens of thousands of times in multiple posts on Facebook in July 2020.", AFP
7/22/2020, United,FALSE,A post shared thousands of times on Facebook claims the novel coronavirus does not affect people who are very fit or thin., AFP
7/21/2020, India,FALSE,The government has ordered re-opening of schools and colleges., BOOM FactCheck
7/21/2020, Argentina,FALSE,"A chain indicating that a newborn named Martín Sosa is admitted to the Children’s Hospital (CABA, Argentina).", Chequeado
7/21/2020, France,FALSE,Authorities discreetly re-authorised hydroxychloroquine for COVID-19, AFP
7/21/2020, Brazil,FALSE,Brazil recorded more deaths in the first half of 2019 than in the first half of 2020., Aos Fatos
7/21/2020, Philippines,FALSE,Filipino comedian Michael V. has died from COVID-19., VERA Files
7/21/2020, Philippines,FALSE,"Supporters of ABS-CBN, including actor Gerald Anderson, gathered together and violated quarantine rules by not wearing face masks during the COVID-19 pandemic.", Rappler
7/21/2020," Argentina, Spain",Misleading,A post that indicates that Spanish doctors say that face masks don’t work outdoors., Chequeado
7/21/2020, India,FALSE,"A student for Pondicherry University found a home remedy cure for COVID-19 which was accepted by WHO. Mixing black pepper powder, ginger and honey and consuming it for 5 days will cure the person of the new coronavirus.", BOOM FactCheck
7/21/2020, France,FALSE,Authorities decided to close the French-Spanish border, AFP
7/21/2020, Spain,FALSE,Inhaling eucalyptus prevents or eliminates the new coronavirus, Newtral.es
7/21/2020," Spain, Ghana",FALSE,Ghana’s president backs conspiracy theories about COVID-19., Newtral.es
7/21/2020, Brazil,FALSE,"The Federal Government fired 396 thousand public servants who received, illegally, the emergency COVID-19 allowance.", Agência Lupa
7/21/2020, Brazil,FALSE,"WHO approved home remedy made with pepper, ginger juice and honey as a cure for COVID-19.", Aos Fatos
7/21/2020, South Africa,FALSE,"A post shared more than a thousand times on Facebook claims that a corpse of a COVID-19 positive person is 100 times more “toxic” 72 hours after death — and that because undertakers are not burying bodies within this prescribed period, funerals have become hotspots for further infections.", AFP
7/21/2020,,TRUE:,No cost overruns have been found in Manizales in contracting for pandemic management, Colombiacheck
7/21/2020, Italy,Misleading,An article stating that the Indian region of Kerala is reducing COVID-19 mortality thanks to homeopathic remedies, Facta
7/21/2020, India,FALSE,The government has ordered re-opening of schools and colleges., BOOM FactCheck
7/21/2020, South Africa,FALSE,"A post shared more than a thousand times on Facebook claims that a corpse of a COVID-19 positive person is 100 times more “toxic” 72 hours after death — and that because undertakers are not burying bodies within this prescribed period, funerals have become hotspots for further infections.", AFP
7/21/2020, Philippines,FALSE,"Comedian Michael V, also known as “Bitoy,” died after contracting the new coronavirus.", Rappler
7/21/2020, Philippines,FALSE,Filipino comedian Michael V. has died from COVID-19., VERA Files
7/21/2020, Philippines,FALSE,"Gasoline or diesel can be used to disinfect surfaces and hands to kill the SARS-CoV-2 virus, which causes COVID-19.", Rappler
7/21/2020, Brazil,FALSE,"Ziraldo, Brazilian artist, said that “thanks to this wonderful drug chloroquine”, Bolsonaro was cured of COVID-19 in seven days.", Agência Lupa
7/21/2020, United States,FALSE,"Masks do nothing to prevent the spread of pathogens, including SARS-CoV-2, and cause oxygen deficiency", Science Feedback
7/21/2020, Brazil,FALSE,"Uruguay gave 55,000 doses of medecine for Brazil to fight COVID-19.", Estadão Verifica
7/21/2020, Argentina,FALSE,"A chain indicating that a newborn named Martín Sosa is admitted to the Children’s Hospital (CABA, Argentina).", Chequeado
7/20/2020, Spain,FALSE,"A viral message that says that “those over 60 years of age” can get from pharmacies “a pack of three masks per month (…) from Wednesday 29 July.” The text is shared as coming from the Spanish regions of Andalusia, Catalonia, Castilla y León, the Valencian Community or the Basque Country.", Maldita.es
7/20/2020, India,FALSE,"The video of a huge crowd not maintaining social distancing is from All India Institute of Medical Science (AIIMS), Patna (a city in the state of Bihar).", BOOM FactCheck
7/20/2020, Australia,FALSE,"A claim has been shared repeatedly in multiple posts on Facebook, Instagram and other websites in July 2020 that top medical experts from the World Health Organization (WHO), US Centers for Disease Control and Prevention (CDC) and The New England Journal of Medicine have warned against wearing face masks because they can cause “severe health issues”.", AFP
7/20/2020, Philippines,PARTLY FALSE,"An ordinance that punishes minors and their parents for violating quarantine rules took effect on Monday, July 20.", Rappler
7/20/2020, Australia,FALSE,"A claim has been shared repeatedly in multiple posts on Facebook, Instagram and other websites in July 2020 that top medical experts from the World Health Organization (WHO), US Centers for Disease Control and Prevention (CDC) and The New England Journal of Medicine have warned against wearing face masks because they can cause “severe health issues”.", AFP
7/20/2020, Brazil,FALSE,"Ivermectin has had good results in the COVID-19 treatment in Bolivia, the Dominican Republic, New Zealand, Australia, and African countries.", Aos Fatos
7/20/2020, India,FALSE,"The video of a huge crowd not maintaining social distancing is from All India Institute of Medical Science (AIIMS), Patna (a city in the state of Bihar).", BOOM FactCheck
7/20/2020, Egypt,FALSE,Raisin prevents clotting thus helps to fight COVID19, Fatabyyano
7/20/2020, Philippines,PARTLY FALSE,"An ordinance that punishes minors and their parents for violating quarantine rules took effect on Monday, July 20.", Rappler
7/20/2020, India,FALSE,The image shows the picture of the coronavirus-infected patient’s throat, Vishvas News
7/20/2020, Brazil,FALSE,French doctors protest after discovering COVID-19 pandemic is a fraud., Estadão Verifica
7/20/2020, Spain,FALSE,A message that claims that there are criminals stopping on the street those who do not wear a mask to distribute one that is “impregnated with a certain substance” in order to steal from them., Maldita.es
7/20/2020, Brazil,FALSE,"Claim that Globo deliberately distorted a graphic to manipulate COVID-19 stats in Petrolina, Brazil. The graphics shown by the TV station show different sized columns representing 8 total deaths in 2 separate days, giving the impression that the number of confirmed deaths grew, when it remained stagnant.", Agência Lupa
7/19/2020, Italy,Misleading,"A picture showing the Italian Prime Minister Giuseppe Conte, the French President Emmanuel Macron and the German Chancellor Angela Merkel having a drink together, with no masks and not respecting social distancing measures.", Facta
7/18/2020, Colombia,FALSE,Neem tea is the ‘solution’ for COVID-19, Colombiacheck
7/18/2020, Argentina,FALSE,"Alberto Fernández, president of Argentina: “When the health system is saturated, mortality doubles or triples. This is what happened, for example, in the Basque Country”.", Chequeado
7/18/2020, Argentina,Misleading,"A publication that claims that in 1918 the American city of Philadelphia “prematurely ended its quarantine of the Spanish flu and launched a demonstration against the measures of staying at home”, which led to a peak of infections, hospitalizations and deaths.", Chequeado
7/18/2020, India,FALSE,Covid 19 : ‘Achha Chalta Hu’ Boy breathed his hast after singing a Hindi song., Vishvas News
7/18/2020," India, USA",FALSE,"Obama, Dr. Fauci visited Wuhan lab in 2015", Newsmeter.in
7/18/2020, Argentina,Misleading,"A publication that claims that in 1918 the American city of Philadelphia “prematurely ended its quarantine of the Spanish flu and launched a demonstration against the measures of staying at home”, which led to a peak of infections, hospitalizations and deaths.", Chequeado
7/17/2020, North Macedonia,Misleading,"The “Mozheme” coalition is connected to the newly infected COVID-19 patients, although it has nothing to do with this issue.", Vistinomer
7/17/2020, Brazil,FALSE,COVID-19 asymptomatic carriers transmit antibodies to other people., Aos Fatos
7/17/2020, Brazil,FALSE,"A car blew up in Belém, Brazil, because the driver cleaned his key with alcohol-based hand sanitizer.", Agência Lupa
7/17/2020, Colombia,FALSE,There is no evidence that Mentholatum and eucalyptus prevent the development of COVID-19 in the human body., Colombiacheck
7/17/2020, Colombia,FALSE,A photo that shows Brazilian president Jair Bolsonaro hospitalized with a tube coming out of his nose. The caption links this photo to COVID-19., La Silla Vacía
7/17/2020, Spain,FALSE,An image in which two people turn their backs to the State ceremony that took place this July 16 in honor of the victims of COVID-19. He moves with a message that they are members of Podemos who turned around while King Felipe VI spoke., Maldita.es
7/17/2020, Japan,FALSE,WHO changed its directives: No need to isolate infected people., BuzzFeed Japan
7/17/2020, India,FALSE,A picture of the coronavirus-infected patient’s throat., Vishvas News
7/17/2020, Sri Lanka,FALSE,A map of Sri Lanka was shared with certain cities highlighted as the places visited by close contacts of Kandakadu COVID19 cluster, FactCrescendo
7/17/2020, Colombia,FALSE,For a couple of days a message has been circulating in which users are invited to make a request for help to the National Government through a form in the Colombian government, Colombiacheck
7/17/2020, Brazil,FALSE,"The governor of Bahia, Rui Costa, determined that all hydroxychloroquine tablets were confiscated from pharmacies around the state.", Agência Lupa
7/17/2020, Italy,FALSE,"A quote by doctor Alberto Zangrillo, saying that Covid-19 is a consequence of immigration.", Facta
7/17/2020, Brazil,FALSE,"Porto Feliz, a Brazilian city in the state of São Paulo, doesn’t register deaths from COVID-19 since it adopted a treatment protocol with chloroquine.", Aos Fatos
7/17/2020, Colombia,Misleading,A post that shows a list of medicines to treat the new coronavirus at home., La Silla Vacía
7/17/2020, Brazil,FALSE,"The governor of Bahia, Rui Costa, determined that all hydroxychloroquine tablets were confiscated from pharmacies around the state.", Agência Lupa
7/17/2020, Spain,FALSE,An image in which two people turn their backs to the State ceremony that took place this July 16 in honor of the victims of COVID-19. He moves with a message that they are members of Podemos who turned around while King Felipe VI spoke., Maldita.es
